product_id,name,description,category,price,brand,rating
P2124,Compact Textbook,High-quality textbook designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Books,269.98,AutoCare,4.8
P2125,Professional Dash Cam,High-quality dash cam designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Automotive,120.97,EcoWear,4.7
P2126,Portable Foam Roller,High-quality foam roller designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Sports & Fitness,242.04,FitLife,4.1
P2127,Durable Technical Manual,High-quality technical manual designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Books,213.23,TechPro,3.9
P2128,Professional Body Lotion,High-quality body lotion designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,227.14,GreenGrow,4.0
P2129,Deluxe File Cabinet,High-quality file cabinet designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Office Products,112.52,ReadMore,4.8
P2130,Deluxe Sunscreen,High-quality sunscreen designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,279.76,GreenGrow,3.8
P2131,Essential Tea Set,High-quality tea set designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,80.19,TastyBites,3.9
P2132,Essential Dumbbells,High-quality dumbbells designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Sports & Fitness,113.24,PetLove,4.7
P2133,Professional Hoodie,High-quality hoodie designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,11.91,PetLove,4.8
P2134,Compact Monitor,High-quality monitor designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Electronics,101.46,PetLove,4.8
P2135,Advanced Collar,High-quality collar designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Pet Supplies,295.46,HomeStyle,4.9
P2136,Modern Face Wash,High-quality face wash designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,47.18,PetLove,4.3
P2137,Compact Educational Toy,High-quality educational toy designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Toys & Games,155.71,TechPro,4.1
P2138,Deluxe BBQ Grill,High-quality bbq grill designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Garden & Outdoor,212.48,EcoWear,4.2
P2139,Premium Coffee Beans,High-quality coffee beans designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Food & Beverage,71.11,GreenGrow,4.4
P2140,Classic Technical Manual,High-quality technical manual designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Books,64.26,PureGlow,3.9
P2141,Compact Serum,High-quality serum designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Beauty & Personal Care,116.11,ReadMore,4.2
P2142,Modern Foam Roller,High-quality foam roller designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Sports & Fitness,115.86,ReadMore,4.1
P2143,Deluxe Cleaning Kit,High-quality cleaning kit designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Automotive,293.98,HomeStyle,4.5
P2144,Wireless Shoes,High-quality shoes designed for optimal performance and durability. Features advanced technology and user-friendly design. Perfect for everyday use with excellent value for money. Backed by manufacturer warranty and customer satisfaction guarantee.,Clothing,171.04,FitLife,4.8
